255,50,0,30
255,98,0,27
255,120,0,24
255,155,0,21
255,182,0,18
255,209,0,15
255,233,0,12
255,254,0,9
255,254,19,6
255,255,100,3
255,255,179,0
212,255,255,-3
180,255,255,-6
153,255,255,-9
102,255,255,-12
64,255,25,-15
24,255,255,-18
0,255,255,-21
0,233,255,-24
0,210,255,-27
0,163,255,-30
